External Sample ID,ONT Sample ID,Illumina Sample ID,ONT Sample Filename,Illumina Sample Filename,Assembly ID,Genome ID,Genome Tax ID,Assembly Status,Created At,Job,Assembly FASTA URI,Assembly GFA URI,Filtered N50,GC Content,Total Length,Circular Contigs,Total Contigs,Represented Segments,Expected Segments,Completeness,Contamination,Mean Illumina Depth,Mean ONT Depth,Median ONT Read Length,N50 ONT Read Length,ONT Read Median Quality,Total ONT Reads,Median Illumina Read Length,Total Illumina reads,Total Illumina bases,Ambiguous Illumina bases,Illumina Q-scores < 25,Illumina Read Median Quality,Fully Circularized,Assembly Level,Passed QC
NUC000499,a3b066710a684cad,c061e6b647fe4990,ONG2_2019AP02_14019D-5.fastq.gz,ILM3_2019AD02_14019D-5.fastq.gz,6cdcf679473c4427,21e9a9239433449d,2702,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_6cdcf679473c4427/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=2g0N8%2F4qRznfIVE0cKhPE44%2FrsI%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_da880233f3514c6e/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=thvvvFzhy86wdtj2smdl0FEqIbo%3D,1667342.0,0.41363499509998547,1667342.0,1.0,1.0,,,99.54545454545455,0.0,464.7863281798215,1138.576471413783,5096.0,13816.0,16.0,232026.0,203.0,4747023.0,963645669.0,1577.0,0.0,38.0,True,Complete,True
NUC000434,208151c5b872425b,55c9712a0f144981,ONG2_2019BG05_25611D-5.fastq.gz,ILM3_2018AJ07_25611D-5.fastq.gz,dbc7eaaf699942f5,2b5ec4a3c55f4727,28131,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_dbc7eaaf699942f5/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=co8w9xnbkulzyKipzWPkzUNoyyU%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_427a685554d7432c/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=33b%2BwCUDqd4e%2FXplWQ8a29i8BSc%3D,1937356.0,0.43384041953798813,2607249.0,2.0,2.0,,,99.32432432432432,0.0,380.2118799729216,399.76038959071417,3412.0,11393.0,16.0,171642.0,271.0,4031326.0,1092489346.0,3687.0,0.0,38.0,True,Complete,True
NUC000559,32d36bc331894bcb,947a0d9db2114663,ONM2_2019AC06_43598D-5.fastq.gz,ILM3_2019AK01_43598D-5.fastq.gz,48e303e5acb24851,f753e85740d046ab,1496,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_48e303e5acb24851/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=nfe1%2F6HjVHgyVssIOiavKF%2BbLns%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_d278918aa85c48a9/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=vYI1n3LUpzshEVkOZuss0Bgptoo%3D,4171979.0,0.286298181270807,4171979.0,1.0,1.0,,,100.0,0.0,331.97831188299415,130.54443610574262,5256.0,13486.0,14.0,66971.0,248.0,6179281.0,1532461688.0,20169.0,0.0,38.0,True,Complete,True
NUC000632,56faa70b2f8d4344,4f2275d446aa4266,ONG2_2019AS04_51907D-5.fastq.gz,ILM3_2019AU04_51907D-5.fastq.gz,e566248452d94fef,f38e64acae1c43bd,727,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_e566248452d94fef/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=%2FTZLvRvMmej7zmOTxYW029AB9nE%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_bd5cdf7429cd4624/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=6jJWzTEgDPzDuQDAJCFMR5JdSDc%3D,1830651.0,0.38139383203024496,1830651.0,1.0,1.0,,,99.77272727272727,0.2727272727272727,100.18910376691133,241.39665506969925,12010.0,29022.0,16.0,26953.0,170.0,1399620.0,237935400.0,1326.0,0.0,37.0,True,Complete,True
NUC000622,6297c2e2a2264a33,5fc240ac814342f6,ONG2_2019BD01_33209D-5.fastq.gz,ILM3_2019AT02_33209D-5.fastq.gz,288a213407c64de6,4257a67a0c6a4453,1646,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_288a213407c64de6/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=OD3fFfjAUJqQupLgMipFsnud3gg%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_56b01e9536354fe7/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=ETMrkklAdNFKKyH0zPLDd5jGxyQ%3D,3155318.0,0.5627122210819956,3155318.0,1.0,1.0,,,99.0170380078637,0.491480996068152,260.00779353641343,64.55507590677072,18897.0,28040.0,15.0,10295.0,232.0,4029883.0,934932856.0,6527.0,0.0,38.0,True,Complete,True
NUC000549,9385915163264a04,38d5d886e05e4e19,ONG2_2019AJ05_700698D-5.fastq.gz,ILM3_2019AJ08_700698D-5.fastq,d309b898a8424409,8f2cbc6147eb4021,46170,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_d309b898a8424409/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=pay0lMsi98MwZItfycDrQwNDkS0%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_4f217f26886f49a6/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=t0RC7vTzX7%2B3aACeBKdF0wuyPds%3D,2879573.0,0.3284572975630379,2904682.0,2.0,2.0,,,99.67228464419476,0.08025682182985554,513.6807499065302,254.87111979900038,6846.0,29071.0,17.0,54768.0,241.0,6817311.0,1642971951.0,5499.0,0.0,38.0,True,Complete,True
NUC000504,4e3ca246c58a4136,781562c37665472b,ONM2_2019AA05_35401D-5.fastq.gz,ILM3_2019AD09_35401D-5.fastq.gz,2ebd5eeb61184236,50cf24c55cc943c6,562,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_2ebd5eeb61184236/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=O17IrMTQ3e8J8ZX0GYOhNRIgClw%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_62daf36660364263/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=KpHaAkKF5tOe%2B7r4qXdcI86MgkA%3D,5152467.0,0.5070993373210146,5393109.0,6.0,6.0,,,99.96141975308642,0.5401234567901234,144.0311182288361,492.14567979249074,4358.0,20111.0,14.0,288719.0,190.0,5026195.0,954977050.0,1651.0,0.0,38.0,True,Complete,True
NUC000466,4b8cf059fe5f4679,f55ce7cf650c4896,ONG2_2019BI04_15305D-5.fastq.gz,ILM3_2018AL06_15305D-5.fastq.gz,de97f7b8f17641ce,476902c4350a4445,147452,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_de97f7b8f17641ce/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=6EEI%2FfSbn%2F5tuTQnSs5RAON%2Fqy8%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_225dc7b284a045a9/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=UQZ%2BEGNk3mTlywyoe8FmYYPz454%3D,2516435.0,0.3315732221539327,2616312.0,4.0,4.0,,,99.4475138121547,0.5524861878453039,478.82806064414336,137.20085372081004,7158.0,35314.0,16.0,23747.0,258.0,5340772.0,1377919176.0,4329.0,0.0,38.0,True,Complete,True
NUC000493,f3713bc711dd4861,0068b2f8651f4709,ONG2_2019BL02_8293D-5.fastq.gz,ILM3_2019AB05_8293D-5.fastq.gz,4f1d9396c0824cef,d8f2cc6b94a94e89,33967,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_4f1d9396c0824cef/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=e5wF5ObKA%2BGIY1GKuqsFrxpV8Ps%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_1e7f67823e26438f/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=81vI4vdNxCtMEotwYG4n95KRxG8%3D,2038070.0,0.3766715154446991,2075437.0,2.0,2.0,,,100.0,1.0471204188481675,631.6389227907183,110.98511879666788,6001.5,12282.0,16.0,29030.0,270.0,5380036.0,1452609720.0,15074.0,0.0,38.0,True,Complete,True
NUC000448,7525787052114266,49ea2191c2f54917,ONG2_2019AN02_15700D-5.fastq.gz,ILM3_2018AK05_15700D-5.fastq.gz,4b5ffd630d224c84,efcf0d5d0df5440a,1685,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_4b5ffd630d224c84/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=45w4qKFLlkrFYPD8b%2FCFY2Lu00Q%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_9c9b67af167b4a54/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=5%2BWg4nCY0koun0qlvsyoCuSeyoI%3D,2275660.0,0.5888753152931457,2275660.0,1.0,1.0,,,100.0,0.0,124.21311399769738,183.4277783148625,5941.0,14428.0,15.0,47973.0,229.0,1356678.0,310679262.0,1336.0,0.0,38.0,True,Complete,True
NUC000502,95dadf3ed13e4c71,8677f133506941ca,ONM2_2019AB04_19115D-5.fastq.gz,ILM3_2019AE08_19115D-5.fastq.gz,9616619ee3374f03,db4a9427b51b4adc,1639,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_9616619ee3374f03/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=h35CcocWQY1Cly8MUrrjeeK8QZ4%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_5d970c3a902242bb/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=eTyHvFStM1GdSpiwlB8WFr%2B3ZJk%3D,2950984.0,0.3799491966069623,2950984.0,1.0,1.0,,,99.4475138121547,0.0,321.8255663195734,35.881644902175005,9779.0,30612.0,14.0,6811.0,271.0,3931119.0,1065333249.0,7798.0,0.0,38.0,True,Complete,True
NUC000634,5af55af7589f4a37,159e1b92a84248ab,ONG2_2019AU05_6314D-5.fastq.gz,ILM3_2019AY06_6314D-5.fastq.gz,3056650e804245cc,175117e7c03d41f9,1313,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_3056650e804245cc/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=RYIHERQ0dzgpz51%2B%2BBWiRLQYxPE%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_eaa75c96ab2b4c4f/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=PEXznLNrZtSprSTMX1EJsT2Sjpo%3D,2091816.0,0.3971061508277975,2091816.0,1.0,1.0,,,100.0,0.0,478.1313040917557,32.265197799424044,3590.5,11299.0,16.0,11186.0,267.0,4274176.0,1141204992.0,9624.0,0.0,38.0,True,Complete,True
NUC000628,23d813d2ad2a4fb6,6f38fba9cab84057,ONG2_2019AR01_43975D-5.fastq.gz,ILM3_2019AU08_43975D-5.fastq.gz,d06c67da36384ea2,e1582eac7ca644bf,54736,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_d06c67da36384ea2/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=gg2Eh7%2BAoXA3MfQtsetUPoxAH5k%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_10f8a2a496ae42d9/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=CfkLlGQm45B2NEFfZfAX1fXwtuc%3D,4460330.0,0.5132949804162472,4460330.0,1.0,1.0,,,100.0,0.07716049382716049,166.5954864326182,405.16016012268153,4401.0,9558.0,16.0,287466.0,214.0,3923825.0,839698550.0,5598.0,0.0,38.0,True,Complete,True
NUC000635,8c9ba1964c8c4a27,56f7272d7c7146dc,ONG2_2019AU04_6902D-5.fastq.gz,ILM3_2019AY07_6902D-5.fastq.gz,3e1f6fa4be334df6,2b64a5f78e49487e,633,published,2019-06-14 21:00:04.172284+00:00,Unicycler Hybrid,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/file_3e1f6fa4be334df6/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=cqiT8LY0Va8NI0bfE6HOPGwRbvA%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_6016d417a471485b/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=u6AMXPgArCM88g%2FAQo4%2FBoPOkPY%3D,4692600.0,0.47546583983292845,4692600.0,1.0,1.0,,,99.5433255269321,0.4918032786885246,267.3481284302239,78.91496824787964,13331.5,37115.0,16.0,18644.0,254.0,5642337.0,1433153598.0,12009.0,0.0,38.0,True,Complete,True
