Assembly ID	Base Catalog Number	Assembly Status	Assembly Publication Status	Assembly Rank	Error Message	Filtered N50	GC Content	Total Length	Circular Contigs	Total Contigs	Contamination	Mean Illumina Depth	Mean ONT Depth	Median ONT Read Length	N50 ONT Read Length	ONT Read Median Quality	Total ONT Reads	Total Illumina reads	Ambiguous Illumina bases	Fully Circularized	Assembly Level	Product Catalog Number	Product Collection
f865e4fda5704dc2	BAA-3093	published	gold	1		6938621	0.658672955332191	6938621	1	1	0.497835497835498	131.471281526963		2648	7714	23	339271	4268989	1966	true	Complete	BAA-3093	ATCC Bacteriology
f7d9eca6f24842ec	VR-106	published	processing	2		15291	0.423190111830489	15291	0	1		119.578455098437						402788	11252	false	None	VR-106D	ATCC Virology
f7aa363a023a4bb0	BAA-1790	published	gold	2		3941526	0.390704982285247	4021789	4	4	0	975.427137276471		3499	12551	27	344588	28255649	218125	true	Complete	BAA-1790	ATCC Bacteriology
f7989846c5f2422c	19112	published	gold	1		2972782	0.379319591362728	3009515	2	2	0.274725274725275	311.229562238434		13986	30516	25	54922	4176576	1509	true	Complete	19112	ATCC Bacteriology
f774516abbd6406d	35292	published	gold	1		4213418	0.382589109147329	4543501	4	4	1.62213740458015	218.937975061049		3918	23381	16	173841	4167865	4316	true	Complete	35292D-5	ATCC Bacteriology
f7570fefc5444c02	29148	published	beta	1		2260040	0.428833725029377	6290725	1	11	0.40453074433657	159.4474351663		3628	8341	14	106163	4774932	14892	false	Chromosome	29148D-5	ATCC Bacteriology
f6beecbaccc04244	9261	published	gold	1		4595532	0.523454006306657	4659204	2	2	0.183823529411765	134.136694379555		6789	27695	25	65573	3396184	824	true	Complete	9261	ATCC Bacteriology
f680544e4f66405f	700874	published	gold	1		3070622	0.656387269138784	3292346	2	2	0	281.236165159127		4890	18956	23	131511	9637637	84461	true	Complete	700874D-5	ATCC Bacteriology
f657d86f78c24d4a	BAA-3062	published	gold	1		5408715	0.569868375159639	5633815	6	6	0.334821428571428	197.34182219331		4718	19879	24	187313	5086950	2290	true	Complete	BAA-3062	ATCC Bacteriology
f5ed00093d5a4b7f	33403	published	gold	1		2983676	0.369386828484693	2988707	2	2	0	882.558723555036		4130	19115	28	432061	19439491	1680945	true	Complete	33403	ATCC Bacteriology
f5bcb58692924cb7	12228	published	processing	3		2503245	0.320736691031778	2575951	7	7	0	271.78587052145	12.9770072234614	6263	16006	17	3655	4049811	12540	true	Complete	12228D-5	ATCC Bacteriology
f59aca54360742ff	9610	published	gold	1		4555542	0.472957334165726	4555542	1	1	0	217.639111438332		9358	31286	25	165435	4784047	1768	true	Complete	9610	ATCC Bacteriology
f56f1e395dde44ea	BAA-1508	published	gold	1		4747567	0.476954406330653	4747567	1	1	0	154.323823760676		3917	15217	24	182848	3941547	3935	true	Complete	BAA-1508D-5	ATCC Bacteriology
f527670a9ccc44ca	BAA-1705	published	unpublishable	3		5302865	0.570954058635586	5760495	5	7	0.119047619047619	99.8272630007936		7177	9126	15	126488	3052594	2003	false	Chromosome	BAA-1705D-5	ATCC Bacteriology
f50a258170034ae4	BAA-149	published	beta	1		4758541	0.742376827883607	4968109	2	12	0.540540540540541	155.991821214896		4111	6791	23	420774	4937536	2727	false	Chromosome	BAA-149D-5	ATCC Bacteriology
f501d17f19cd44fe	43037	published	processing	2		3290811	0.470777568204312	3290811	1	1	0.384615384615385	267.782838029896	236.855677521438	7816	24774	16	59702	3771319	3149	true	Complete	43037D-5	ATCC Bacteriology
f4ec9e39a7fc432c	35545	published	gold	1		3827390	0.380359461669702	3827390	1	1	0.636132315521628	413.433800318233		7146	24555	25	181858	7110588	15136	true	Complete	35545	ATCC Bacteriology
f4c00fba7f654d87	49498	published	gold	1		2167710	0.525905455871472	2171917	2	2	0.208768267223382	1581.70479396773		12997	27582	25	105439	25577607	2441967	true	Complete	49498	ATCC Bacteriology
f4becec2353a40da	55456	published	beta	1		3003085	0.475575908356913	4110016	2	3	0.02710027100271	255.942828132562		8972	15632	24	292939	4742192	3764	false	Chromosome	55456	ATCC Bacteriology
f495c8bde25241e5	12121	published	gold	1		6571566	0.660690313389533	6571566	1	1	0.270562770562771	498.620301918903		7461	25947	25	177142	23690008	1234647	true	Complete	12121	ATCC Bacteriology
f4797151d42a4b5f	43909	published	beta	1		6149871	0.676281806700652	6408123	3	4	0.18796992481203	694.840485316008		3036	12602	25	821753	32296998	246795	false	Chromosome	43909	ATCC Bacteriology
f45bbc2d56dd47ae	19432	published	beta	1		2923774	0.378790289678981	3143086	6	10	1.12359550561798	572.090232771528		10362	23703	27	238657	14249246	288809	false	Chromosome	19432	ATCC Bacteriology
f4396ffeefca48d0	33624	published	processing	2		2661917	0.404285332713229	2661917	1	1	0.476190476190476	194.81698678058	285.903846739023	7111	25994	20	59819	2923392	10818	true	Complete	33624D-5	ATCC Bacteriology
f3f8db20d4474491	700927	published	beta	1		4263955	0.504275354573797	5510771	3	5	0.334821428571428	284.991729106508		16754.5	33914	24	27096	15969911	152115	false	Chromosome	700927D-5	ATCC Bacteriology
f3a3c1bd1c924184	BAA-3117	published	gold	1		2090281	0.39776135361705	2090281	1	1	0.199203187250996	537.447377170821		3115	9754	24	333725	5139739	3614	true	Complete	BAA-3117	ATCC Bacteriology
f38955afa47a4035	BAA-854	published	gold	1		1858457	0.366725191919964	1858457	1	1	0	488.542984852488		3961	13006	25	77307	4562884	0	true	Complete	BAA-854D-5	ATCC Bacteriology
f365372366b9455e	49397	published	gold	1		4656804	0.472767814723079	4735830	2	2	0.0819672131147541	1012.55756942289		5476	26656	24	86511	34819098	3805103	true	Complete	49397	ATCC Bacteriology
f36435e5b710446e	14580	published	gold	2		4225009	0.461958542573519	4225009	1	1	0	243.833309940878		5504	15421	14	1675	4366561	14767	true	Complete	14580	ATCC Bacteriology
f352606dd6584e7b	12428	published	beta	1		10634697	0.707843855076758	10820581	1	4	0.869236583522298	228.891356067054		2776	8966	22	218754	12321960	14081	false	Chromosome	12428D-5	ATCC Bacteriology
f33647f64e1f4181	10536	published	gold	1		5180743	0.506006216550983	5220258	2	2	0.0771604938271605	192.849651683882	192.599849471041	7704	27279	19	73017	4734767	4018	true	Complete	10536DX	ATCC Bacteriology
f3206992c5ca460a	29002	published	gold	1		4161457	0.57503078170209	4897390	3	3	0.655737704918033	146.027348036403		2240	5248	24	571207	3984158	10360	true	Complete	29002	ATCC Bacteriology
f2f7febe5ab84d07	6904	published	gold	1		4805775	0.47604686250594	4808535	2	2	0.409836065573771	235.473007048096		15438	40145	24	71623	6008862	4105	true	Complete	6904D-5	ATCC Bacteriology
f2c529e30aae4556	VR-1819	published	processing	3		14832	0.387607874865156	14832	0	1		18.5156195401496						244303	28897	false	None	VR-1819	ATCC Virology
f283f36a5a9749f5	9592	published	beta	1		5323209	0.348580358894586	6082372	3	7	0.0683639792550684	145.789534693652		5389	15234	14	42527	3653049	11591	false	Chromosome	9592	ATCC Bacteriology
f27e909c37b747c4	33246	published	gold	1		1790586	0.333586650713061	1793534	3	3	0	1325.6631153793		5220	25888	26	165648	17459577	407801	true	Complete	33246	ATCC Bacteriology
f1b2bac57b06465d	BAA-3128	published	gold	1		2093748	0.398392261150817	2093748	1	1	0.199203187250996	566.012034801913		2396	6357	24	396746	5277075	9641	true	Complete	BAA-3128	ATCC Bacteriology
f13ade04ffec495e	21013	published	beta	1		1266755	0.722209013371875	7671624	0	12	0.643776824034335	337.87530973952		2598	13767	24	200090	20242270	133973	false	Chromosome	21013	ATCC Bacteriology
f1022474cbb44924	BAA-3125	published	gold	1		2105936	0.397554816480653	2105936	1	1	0.199203187250996	538.134381174754		2830	10572	24	260829	5166519	9313	true	Complete	BAA-3125	ATCC Bacteriology
f0f4594a9f164d05	BAA-204	published	gold	1		4567718	0.50823649796244	4567718	1	1	0.037202380952381	175.062304193794		5462.5	16807	26	198566	9103809	111724	true	Complete	BAA-204	ATCC Bacteriology
f0883096d05042a2	39327	published	gold	1		6780030	0.661068608840964	6780030	1	1	0.324675324675325	422.147737694376		3158	5937	24	1788008	21356889	453574	true	Complete	39327	ATCC Bacteriology
f0778ad7252a44e5	BAA-1691	published	gold	1		2815484	0.328870208766535	2845092	3	3	0.0802568218298555	413.503669828603		19129	28959	25	186958	5390434	14652	true	Complete	BAA-1691	ATCC Bacteriology
f06657f025704600	35818	published	beta	1		4416579	0.656247059675026	4421280	0	4	0	534.870110939369		3264	7039	25	692750	17116461	894934	false	Chromosome	35818	ATCC Bacteriology
f004fd8b33544467	BAA-2794	published	gold	1		6967606	0.659153148035992	7014024	2	2	0.432900432900433	236.139090687068		9395	35450	23	136835	7874182	7214	true	Complete	BAA-2794DX	ATCC Bacteriology
eff1d7a5b67a4b17	13979	published	gold	1		4980404	0.473185311376789	5029389	2	2	0.51702395964691	146.932053845182		11397	24581	25	131045	3764816	11281	true	Complete	13979D-5	ATCC Bacteriology
efe53fc4c6824add	6940	published	beta	1		2511247	0.591197343364432	2945796	0	15	1.18942731277533	166.650207938866		11955	22521	15	123766	2178316	2055	false	Chromosome	6940D-5	ATCC Bacteriology
ef97756526db4466	51445	published	gold	1		4164927	0.676925189805248	4164927	1	1	0	221.746881037032		8508.5	29866	23	62824	5298310	8879	true	Complete	51445	ATCC Bacteriology
ef818614c72941a9	700394	published	gold	1		4841693	0.353501141026496	4841693	1	1	3.35570469798658	111.310124771151		4187	17185	25	456787	2511788	22828	true	Complete	700394D-5	ATCC Bacteriology
ef725ca46f804e2d	BAA-3088	published	gold	1		4042231	0.388101521164921	4042231	1	1	0	196.045050019568		1789	5134	25	499252	3441369	9965	true	Complete	BAA-3088	ATCC Bacteriology
eee8245e5a0b4b9a	700524	published	beta	1		1994146	0.411648983983553	3564821	2	8	0	240.860518354908		2449	5614	24	571500	7965508	98932	false	Chromosome	700524	ATCC Bacteriology
eedd343668cb4b79	14884	published	gold	1		3572743	0.42015588582778	3572743	1	1	0	323.27440204907		5957	17810	16	32437	4952487	17276	true	Complete	14884	ATCC Bacteriology
eeb432ae59124964	BAA-3036	published	beta	1		3286198	0.389750867806227	4083056	6	13	0.547945205479452	255.071661065467		3070	11635	25	681795	4497487	2144	false	Chromosome	BAA-3036	ATCC Bacteriology
ee97ede037ed4823	700406	published	beta	2		2020719	0.391934900611878	2086994	2	6	1.0989010989011	382.296504855579	688.011287560666	5207	10493	21	207075	3670228	1620	false	Chromosome	700406D-5	ATCC Bacteriology
ee83ae776376455c	BAA-2313	published	gold	1		2779581	0.329161121766194	2779581	1	1	0.244114499732477	434.431575838229		9493	27582	25	198394	5503177	10471	true	Complete	BAA-2313DX	ATCC Bacteriology
ee8276a736004b70	23050	published	beta	1		2210401	0.524620011166724	2218272	2	4	0.417536534446764	787.922914594848		6796.5	25014	25	130102	13166504	270884	false	Chromosome	23050	ATCC Bacteriology
ee65212684fe47e2	BAA-2893	published	beta	1		3955922	0.390603060604911	4218794	1	9	0.273972602739726	433.635367141163		3424.5	18326	25	109460	8260784	9679	false	Chromosome	BAA-2893	ATCC Bacteriology
ee5c2fcda7b54d61	33469	published	gold	1		3275397	0.411143628573177	4952211	4	4	1.00182149362477	405.756854059732		3583	12779	27	508280	14615844	343736	true	Complete	33469	ATCC Bacteriology
ee40662aa2254370	BAA-2891	published	beta	1		4014730	0.391062737215447	4164656	3	11	0.273972602739726	256.101141205376		5722	21106	25	273602	4585546	7821	false	Chromosome	BAA-2891	ATCC Bacteriology
ee3c6161d11b4f82	700544	published	gold	1		4200866	0.628295461614104	7555770	2	2	0.41544477028348	146.373735403205		21751	34735	19	60760	7694590	7466	true	Complete	700544D-5	ATCC Bacteriology
ee03e9713acc470f	36909	published	processing	1		1057347	0.387794867212646	12556881	0	16		170.063059827499		6806	12333	25	287856	15049692	2343	false	Scaffold	36909D-5	ATCC Mycology
ee0149bae7964507	4525	published	gold	1		4749157	0.374758299209733	4749157	1	1	0.883002207505519	607.172624952176		7541	23048	26	268407	20415784	1976176	true	Complete	4525	ATCC Bacteriology
ede475969b264286	MYA-565	published	processing	3		922045	0.484972073976489	18903132	0	41		222.832800978226		2471	8234	26	617771	29383880	48020	false	Scaffold	MYA-565D-5	ATCC Mycology
edad036cf49b4892	11633	published	gold	1		5091173	0.644574286788456	5375579	4	4	0.72463768115942	504.97707707393		4594	17028	24	226768	19693129	1744543	true	Complete	11633	ATCC Bacteriology
ed8d9ff1e81b4d8b	BAA-3119	published	gold	1		2105828	0.39761319537968	2105828	1	1	0.199203187250996	482.960630702762		7158	14343	24	179411	4677411	11980	true	Complete	BAA-3119	ATCC Bacteriology
ed58c9bc30724a08	35967	published	beta	2		2474867	0.373699245890451	2799769	0	5	0	292.036465599576		5844	25832	16	38164	3486416	3295	false	Chromosome	35967D-5	ATCC Bacteriology
ecf09922f6be45e0	VR-5	published	processing	1		35523	0.552064859386876	35523	0	1		87.0083182946086						703114	0	false	Complete	VR-5	ATCC Virology
ecd777a951064d06	10106	published	processing	1		2642210	0.488115248119913	33493926	0	14		179.488403853257		10123	32589	22	345867	26984097	57089	false	Scaffold	10106D-5	ATCC Mycology
ecd0b6cf022740f9	33019	published	beta	1		5293360	0.352766581296575	5302013	1	2	0	152.537950256198		5312	11415	14	73651	3681387	11048	false	Chromosome	33019	ATCC Bacteriology
ecc4732d12894011	10240	published	beta	1		2477210	0.729573188143692	2523092	3	8	1.22324159021407	221.996607069999		4598.5	7583	14	51076	3426342	9215	false	Chromosome	10240D-5	ATCC Bacteriology
ecafa1476bb748ee	BAA-1428	published	gold	1		4782247	0.507805706852001	4875087	3	3	0.432273519163763	156.27036871342		1862	11380	24	110884	4060661	10915	true	Complete	BAA-1428	ATCC Bacteriology
ec461572dd2546eb	42149	published	processing	1		4901608	0.473369295796251	38048562	0	8		170.957405542505		6532	27894	24	693700	45761501	7899	false	Scaffold	42149D-2	ATCC Mycology
ec3439558e1945bf	BAA-2114	published	gold	1		6259172	0.665747642020382	6259172	1	1	0.108225108225108	429.364108020712		7576.5	27555	22	74640	19419212	1879542	true	Complete	BAA-2114	ATCC Bacteriology
ec2c74a8e088463d	9321	published	gold	1		1999963	0.35640559350348	1999963	1	1	0	493.824987584278		7543	13660	16	1867	3932744	5936	true	Complete	9321D-5	ATCC Bacteriology
ec079665a6ca4dfe	51459	published	gold	1		5346896	0.545463656902776	5447692	5	5	0.129322562358277	177.985443009627		7251	22310	26	42439	6128075	15701	true	Complete	51459	ATCC Bacteriology
ebfc9c166b814556	11775	published	beta	2		4716592	0.50644972536288	5036153	1	9	0.390625	148.231547705448		8683.5	30907	24	164998	3883152	0	false	Chromosome	11775	ATCC Bacteriology
ebad8c42748e436b	42720	published	processing	1		2216208	0.444664902673623	12224538	0	8		254.598917390067		6849	12626	24	785069	14891872	1472	false	Scaffold	42720D-5	ATCC Mycology
eb8cf0dfead94331	BAA-2317	published	beta	2		2794494	0.377423698497591	3171212	6	18	0	1002.98290737902		4618	11624	26	810446	23173144	175904	false	Chromosome	BAA-2317	ATCC Bacteriology
eb67e25a71ef4bb0	9545	published	gold	1		4287327	0.441666402399669	4288592	2	2	0	223.510429996605		3448	13586	26	122320	5080208	14452	true	Complete	9545	ATCC Bacteriology
eb51385c01334d4c	BAA-1114	published	beta	1		3715263	0.670002954652559	5791169	2	6	0	132.59835504906		3663	23822	20	403839	4345888	7833	false	Chromosome	BAA-1114D-5	ATCC Bacteriology
eb1b79caf2a54c84	6249	published	beta	1		1818524	0.412895906476432	1928417	0	2	0.199203187250996	329.632365821293		5836	16855	25	151949	3110993	0	false	Chromosome	6249	ATCC Bacteriology
eb006e821d9849ec	BAA-1900	published	gold	1		5367688	0.572945823877042	5562875	7	7	0.0198412698412698	359.668237197492		5802	16214	25	200779	15050553	315764	true	Complete	BAA-1900	ATCC Bacteriology
eac7f0a405c1490f	BAA-1708	published	beta	1		2867577	0.328146632482674	2944210	2	3	0.690349469178564	1095.61647708553		5418	18507	26	150073	23200347	2224877	false	Chromosome	BAA-1708	ATCC Bacteriology
eaab4bfb8589402b	BAA-1116	published	gold	1		3776209	0.454278082005293	6067462	3	3	0.352733686067019	182.193627301103		11790	30033	16	89808	4623247	11923	true	Complete	BAA-1116D-5	ATCC Bacteriology
ea846a66c9ca4681	BAA-138	published	gold	1		3696645	0.639120337495215	3696645	1	1	0.431034482758621	131.106119467788		6181	29982	19	45543	3302916	8530	true	Complete	BAA-138D-5	ATCC Bacteriology
ea77c2301f364e3b	BAA-1511	published	gold	1		4605395	0.477061693847826	4706385	2	2	0	200.755809095121		7211	24983	24	156789	4612470	19146	true	Complete	BAA-1511D-5	ATCC Bacteriology
ea387a8c3bbe44b7	49979	published	gold	1		4545940	0.507706436952533	4545940	1	1	0.0373134328358209	591.434623422218		7330	23928	25	94721	19020434	781633	true	Complete	49979	ATCC Bacteriology
ea1b623c4cd34631	43503	published	processing	2		1649359	0.304790682180643	1696105	2	2	0	469.500159212007	378.018182836558	7237.5	32432	22	44024	3978989	6196	true	Complete	43503D-5	ATCC Bacteriology
ea07fc56aa59448c	334	published	beta	1		2896623	0.465407426359756	2950578	2	5	0	213.180122116344		4055	11737	16	38874	4374215	1373	false	Chromosome	334D-5	ATCC Bacteriology
e9d631828dd7487f	BAA-190	published	gold	1		4933534	0.52130725808792	5030774	3	3	0.367647058823529	475.540005971248		4923	22454	26	68501	17260339	129950	true	Complete	BAA-190	ATCC Bacteriology
e9d59763f852442e	BAA-2342	published	gold	1		5486126	0.570283416746808	5888537	6	6	0.0198412698412698	583.254658586558		6752	24534	27	148310	24628828	2378740	true	Complete	BAA-2342	ATCC Bacteriology
e9a9881a4cda4dab	BAA-2316	published	gold	1		2868761	0.37768575662587	3172942	7	7	0	1067.0764186676		5967	18700	24	223419	24424680	2367733	true	Complete	BAA-2316	ATCC Bacteriology
e97dd03ee8664be1	BAA-334	published	processing	2		2152976	0.39636159436984	2152976	1	1	0.199203187250996	581.571402094037		2782	4960	14	180382	6018029	4952	true	Complete	BAA-334D-5	ATCC Bacteriology
e96df0138939449c	BAA-2672	published	gold	1		2099602	0.355132067887152	2099602	1	1	0.177304964539007	1475.32782784547		7437.5	29339	27	61664	22074011	1164038	true	Complete	BAA-2672	ATCC Bacteriology
